essential,bartender
essential,caffeine
essential,charles
essential,cloak
essential,docker
essential,dropbox
essential,evernote
essential,flux
essential,google-chrome
essential,handbrake
essential,handbrakecli
essential,iterm2
essential,kaeleidoscope
essential,keybase
essential,marked
essential,parallels-desktop
essential,postman
essential,resilio-sync
essential,skitch
essential,skype
essential,slack
essential,sonos
essential,sourcetree
essential,viscocity
